"","logFC","AveExpr","t","P.Value","adj.P.Val","B","TC_ID"
"TC10002003.hg.1",-2.41872527878788,4.67266872222222,-7.02387706516468,3.34612197083017e-11,9.76732449291622e-10,15.0172031503854,"TC10002003.hg.1"
"TC09000920.hg.1",-1.01102408484848,3.79365638383838,-7.00524839017115,3.7232415437647e-11,1.07085711007715e-09,14.913313139305,"TC09000920.hg.1"
"TC17002016.hg.1",-1.26979798181818,3.50126574242424,-6.99782914513337,3.8848414809033e-11,1.11279722078694e-09,14.8719828564529,"TC17002016.hg.1"
"TC01003020.hg.1",-1.00295124242424,4.36061993434343,-6.95046489869923,5.09223409641702e-11,1.4133003745833e-09,14.6087524312354,"TC01003020.hg.1"
"TC03003056.hg.1",-1.33381042424243,6.78287628282828,-6.93689901170293,5.50159071013834e-11,1.51144792228705e-09,14.5335577158713,"TC03003056.hg.1"
"TC10000247.hg.1",-2.88206929636363,3.74305052575758,-6.92515790442624,5.88194456379629e-11,1.60282989363449e-09,14.4685494255277,"TC10000247.hg.1"
"TC04002645.hg.1",-1.33757766060606,4.39706104040404,-6.92352644065762,5.93680620007837e-11,1.61653043879586e-09,14.4595216013626,"TC04002645.hg.1"
"TC14000705.hg.1",-1.04445625454545,3.86457324242424,-6.91850277675302,6.10892455358009e-11,1.65891292372787e-09,14.4317308944384,"TC14000705.hg.1"
"TC05000701.hg.1",-1.11279983636364,7.25277622727272,-6.90919108668142,6.44105961344928e-11,1.74059784747713e-09,14.380251395043,"TC05000701.hg.1"
"TC0X001547.hg.1",-1.04710960606061,4.82065044949495,-6.8766233797136,7.74878504142804e-11,2.05903378853289e-09,14.2005335422577,"TC0X001547.hg.1"
"TC10000245.hg.1",-2.76428816969697,5.04175382828283,-6.87246925753312,7.93336403377807e-11,2.10332568328621e-09,14.1776471774779,"TC10000245.hg.1"
"TC10002005.hg.1",-1.89831756969697,4.03285035858586,-6.8573968432104,8.64017029859851e-11,2.27192665909047e-09,14.0946795461334,"TC10002005.hg.1"
"TC02002509.hg.1",-1.69190053333333,4.3672471010101,-6.81866850772118,1.07533404094695e-10,2.77380331271768e-09,13.8820082975357,"TC02002509.hg.1"
"TC14001443.hg.1",-1.09707782424242,6.47636481313131,-6.79410882043198,1.2349200523988e-10,3.1417845185902e-09,13.7475267973932,"TC14001443.hg.1"
"TC0X001292.hg.1",-1.2600002909091,8.92061796969697,-6.79329549576612,1.2405858186784e-10,3.15506071729739e-09,13.743078403381,"TC0X001292.hg.1"
"TC11003400.hg.1",-1.18772392727272,5.90175627272727,-6.78808113491764,1.27752295938761e-10,3.23732488914453e-09,13.7145668305777,"TC11003400.hg.1"
"TC14000676.hg.1",-1.47372478787879,7.21652885858586,-6.75267031535817,1.55864600437324e-10,3.8776862541448e-09,13.5213034851984,"TC14000676.hg.1"
"TC15000159.hg.1",-1.3969858969697,4.9180982979798,-6.58576184549142,3.94714506578311e-10,8.87945651597548e-09,12.6189113531998,"TC15000159.hg.1"
"TC15000185.hg.1",-1.3969858969697,4.9180982979798,-6.58576184549142,3.94714506578311e-10,8.87945651597548e-09,12.6189113531998,"TC15000185.hg.1"
"TC15000960.hg.1",-1.3969858969697,4.9180982979798,-6.58576184549142,3.94714506578311e-10,8.87945651597548e-09,12.6189113531998,"TC15000960.hg.1"
"TC15001139.hg.1",-1.3969858969697,4.9180982979798,-6.58576184549142,3.94714506578311e-10,8.87945651597548e-09,12.6189113531998,"TC15001139.hg.1"
"TC15001173.hg.1",-1.3969858969697,4.9180982979798,-6.58576184549142,3.94714506578311e-10,8.87945651597548e-09,12.6189113531998,"TC15001173.hg.1"
"TC02000266.hg.1",-1.00333800606061,4.81545754040404,-6.5327793612007,5.28582966807394e-10,1.15624244938455e-08,12.3354622827133,"TC02000266.hg.1"
"TC13000563.hg.1",-1.00409363636364,5.45005284848485,-6.5055142235349,6.13958834475074e-10,1.32694510829561e-08,12.1901703718973,"TC13000563.hg.1"
"TC06002176.hg.1",-1.25383431515152,7.71914652525253,-6.49524376478037,6.4951775243639e-10,1.39836189163414e-08,12.1355421386899,"TC06002176.hg.1"
"TC09001627.hg.1",-1.34695715151515,5.00465197979798,-6.48179646646317,6.99150475628298e-10,1.49322195617003e-08,12.0641006780603,"TC09001627.hg.1"
"TC15001679.hg.1",-1.40577653939394,4.4693697929293,-6.45374465640501,8.14989253735297e-10,1.71053395587195e-08,11.9153784747255,"TC15001679.hg.1"
"TC01001488.hg.1",-1.45135016969697,5.51744425252525,-6.45369506422144,8.15209878434784e-10,1.71053395587195e-08,11.9151159224651,"TC01001488.hg.1"
"TC10000248.hg.1",-1.65074375757576,3.96723983838384,-6.45112716545275,8.26714447355868e-10,1.73158250581758e-08,11.901522674724,"TC10000248.hg.1"
"TC14000678.hg.1",-1.51086052121212,6.42905380808081,-6.43319773610461,9.11608130950984e-10,1.88975132919037e-08,11.8067107338908,"TC14000678.hg.1"
"TC0X001180.hg.1",-1.23024301818182,6.00213618181818,-6.41278657235222,1.01870597935611e-09,2.08843609831776e-08,11.698984505117,"TC0X001180.hg.1"
"TC08001816.hg.1",-1.45836023636364,4.45102977272727,-6.38919853454493,1.15792524626651e-09,2.34185150967746e-08,11.5747699895729,"TC08001816.hg.1"
"TC06001041.hg.1",-1.06423473333333,6.13559441919192,-6.37817158355096,1.22926053935379e-09,2.4712411920424e-08,11.5168049491504,"TC06001041.hg.1"
"TC14000691.hg.1",-1.17589841212121,8.10156995959596,-6.37604989112335,1.24347306254477e-09,2.4963071300354e-08,11.5056594465954,"TC14000691.hg.1"
"TC06001109.hg.1",-1.00314026060606,4.16011954040404,-6.27622400030098,2.12993327866976e-09,4.0120001231738e-08,10.984030346124,"TC06001109.hg.1"
"TC09001475.hg.1",-1.42759946666667,5.54611038383838,-6.27364024025456,2.15965835077444e-09,4.06148228991109e-08,10.9706016432441,"TC09001475.hg.1"
"TC08000127.hg.1",-1.35460598181818,5.36560716666666,-6.27116470956666,2.18852003292162e-09,4.11027958140431e-08,10.9577388979247,"TC08000127.hg.1"
"TC14000671.hg.1",-1.04562643636364,4.01505324242424,-6.2667231950028,2.24125453645622e-09,4.19702585434154e-08,10.9346694616686,"TC14000671.hg.1"
"TC07000927.hg.1",-3.36176828484849,6.53526245959595,-6.25572462154127,2.37726797284145e-09,4.43172268698646e-08,10.8775892353048,"TC07000927.hg.1"
"TC17001243.hg.1",-1.09593616969697,6.93491970707071,-6.25202922028897,2.42476003295179e-09,4.5130998100781e-08,10.8584259080318,"TC17001243.hg.1"
"TC14001863.hg.1",-1.11764566666667,3.42210221717172,-6.21184450653665,3.00524332409306e-09,5.4934882048993e-08,10.6505281731145,"TC14001863.hg.1"
"TC01003565.hg.1",-1.20893069090909,3.87976263636363,-6.17677591483791,3.62171288160882e-09,6.49577969353253e-08,10.4698344993264,"TC01003565.hg.1"
"TC0X000207.hg.1",-1.43752212121212,5.40263026262626,-6.16701090773528,3.81440521197988e-09,6.81715996282208e-08,10.4196421960677,"TC0X000207.hg.1"
"TC08000497.hg.1",-1.94318407272727,5.5243813030303,-6.16431815162925,3.869286596463e-09,6.90333878641273e-08,10.4058108100496,"TC08000497.hg.1"
"TC0X000978.hg.1",-1.0660940060606,5.41774587373738,-6.14070781440741,4.38485519978057e-09,7.72310547587725e-08,10.2847108192452,"TC0X000978.hg.1"
"TC11000549.hg.1",-2.31415504848485,5.49376376262626,-6.13307127030176,4.5655978831122e-09,7.99353673065347e-08,10.245609492926,"TC11000549.hg.1"
"TC10002006.hg.1",-1.46457246060606,3.93575173737374,-6.10459010624129,5.3064140725765e-09,9.14526489834585e-08,10.1000690124985,"TC10002006.hg.1"
"TC06000820.hg.1",-1.27363115757576,4.55332130808081,-6.08836433011873,5.77986960304228e-09,9.8839414164731e-08,10.0173604286373,"TC06000820.hg.1"
"TC14000689.hg.1",-1.2765094969697,7.37214635858586,-6.03351085009568,7.70776772652224e-09,1.27960193827102e-07,9.73886718758835,"TC14000689.hg.1"
"TC04002187.hg.1",-1.14265959393939,6.53516991414141,-6.03342844580822,7.71109176500762e-09,1.27965107745564e-07,9.73845011748673,"TC04002187.hg.1"
"TC14000702.hg.1",-1.0646114969697,3.80149608585858,-6.01921418572353,8.30598744669005e-09,1.36956547276811e-07,9.6665665366914,"TC14000702.hg.1"
"TC04001411.hg.1",-1.4917712060606,5.45056926767677,-5.981572638001,1.01070512682826e-08,1.62995558333659e-07,9.47677222582327,"TC04001411.hg.1"
"TC14002211.hg.1",-1.37648328484849,9.8804232020202,-5.90133381469342,1.53163433285822e-08,2.38076808587526e-07,9.07495297556146,"TC14002211.hg.1"
"TC19000020.hg.1",-1.27073068484849,7.58310558080808,-5.89029502105953,1.62131454487634e-08,2.50361212280083e-07,9.01996893538142,"TC19000020.hg.1"
"TC04000403.hg.1",-1.00577566666667,2.39324282323232,-5.87258107456543,1.77606869228361e-08,2.71464439501337e-07,8.93188662299035,"TC04000403.hg.1"
"TC08001166.hg.1",-1.07624015151515,7.72730266161616,-5.81349726916592,2.40410113243624e-08,3.57462416535528e-07,8.63944147024021,"TC08001166.hg.1"
"TC15001777.hg.1",-1.09768595151515,4.02868982828283,-5.78923436663871,2.7208039654029e-08,3.98420386320824e-07,8.51995253681998,"TC15001777.hg.1"
"TC04000493.hg.1",-1.12556373333334,3.98889473737374,-5.68840658643982,4.53360389252269e-08,6.32489312190658e-07,8.02720958391513,"TC04000493.hg.1"
"TC14001659.hg.1",-1.02658662969697,2.11433732373737,-5.66072574701031,5.21035038769404e-08,7.16974712958725e-07,7.89301780465164,"TC14001659.hg.1"
"TC12001770.hg.1",-1.07478816363637,2.63218683333333,-5.63035371972216,6.06649493330188e-08,8.21954701597019e-07,7.74632167934751,"TC12001770.hg.1"
"TC01001747.hg.1",-1.03528773333334,6.26768291919192,-5.62962727268045,6.08856891188663e-08,8.24628664054122e-07,7.74281992666807,"TC01001747.hg.1"
"TC11000548.hg.1",-2.11814527878788,5.25415863131313,-5.5232462320824,1.03282379760769e-07,1.32360226564941e-06,7.2335641569484,"TC11000548.hg.1"
"TC04001410.hg.1",-2.15189831515152,6.60588134343435,-5.52088210898848,1.04494413091105e-07,1.33791532025468e-06,7.22232727728043,"TC04001410.hg.1"
"TC0X000954.hg.1",-1.14959087272727,6.411738,-5.50030457758819,1.15646655741783e-07,1.45977252602073e-06,7.1246691859938,"TC0X000954.hg.1"
"TC02004744.hg.1",-1.14720650303031,6.35166161111111,-5.49116076413903,1.20966972848281e-07,1.52121145259973e-06,7.08135966514006,"TC02004744.hg.1"
"TC01004997.hg.1",-1.08919268484849,6.2245116111111,-5.48708862876948,1.23412434221336e-07,1.54920169074249e-06,7.06208907391597,"TC01004997.hg.1"
"TC03002146.hg.1",-1.56984205454546,8.63138728787879,-5.47515679220576,1.30858684714203e-07,1.63452834256106e-06,7.00568441067514,"TC03002146.hg.1"
"TC03002222.hg.1",-1.01655993333333,5.05905614646465,-5.41131030373529,1.78775134258244e-07,2.16889021044111e-06,6.70540469665796,"TC03002222.hg.1"
"TC12001681.hg.1",-1.26710195757576,4.44833791414142,-5.39621298796185,1.92393255572897e-07,2.3173611550414e-06,6.6347804704182,"TC12001681.hg.1"
"TC10002004.hg.1",-1.39430427939394,2.24460479747475,-5.37918297607848,2.08968440478537e-07,2.49569539845349e-06,6.55529090878936,"TC10002004.hg.1"
"TC11000550.hg.1",-2.20656172727273,5.78540243939394,-5.35916641632995,2.3023218143932e-07,2.72153270728213e-06,6.46210006803845,"TC11000550.hg.1"
"TC13000748.hg.1",-1.03274202424242,5.99301561616161,-5.34544230076279,2.46013485916526e-07,2.88828309567303e-06,6.39835439086578,"TC13000748.hg.1"
"TC08002303.hg.1",-1.66395250303031,7.16157164141414,-5.33112135738681,2.63602586062114e-07,3.07425916600934e-06,6.33196658157529,"TC08002303.hg.1"
"TC01000593.hg.1",-1.33997703030303,5.06458083838384,-5.32605139215782,2.70118185209091e-07,3.14245212396911e-06,6.30849554831152,"TC01000593.hg.1"
"TC0X001889.hg.1",-1.45633927272727,7.13680806060606,-5.21512121695558,4.59006305150665e-07,5.02725604257499e-06,5.79915391380449,"TC0X001889.hg.1"
"TC04001270.hg.1",-1.32896834545455,8.48408350000001,-5.20384118374436,4.84221861323787e-07,5.28046672740644e-06,5.74781417203522,"TC04001270.hg.1"
"TC09001211.hg.1",-1.00750064242424,6.1840354040404,-5.14207560574387,6.48032310770053e-07,6.86431858571542e-06,5.46819259666324,"TC09001211.hg.1"
"TC01003491.hg.1",-1.25910432727272,6.70503087878788,-5.05182617934877,9.87638187005143e-07,1.00044826001384e-05,5.06421146990776,"TC01003491.hg.1"
"TC21000363.hg.1",-1.28426755151516,3.40771285858586,-5.03765642693415,1.05468421132322e-06,1.0599899477718e-05,5.00128309046853,"TC21000363.hg.1"
"TC22001439.hg.1",-1.11092672121213,5.31243327777778,-4.98684146419432,1.33336444529855e-06,1.29611110648917e-05,4.77673510590014,"TC22001439.hg.1"
"TC15001834.hg.1",-1.2701852969697,6.44051931313131,-4.98072239433146,1.37139077404878e-06,1.32740312322595e-05,4.74981424496552,"TC15001834.hg.1"
"TC09001334.hg.1",-1.5885926060606,5.60711888888889,-4.97865661322157,1.38446402057749e-06,1.33840378510194e-05,4.7407316244052,"TC09001334.hg.1"
"TC03001169.hg.1",-1.14865747878787,5.02576504040404,-4.97656000380241,1.39785579852455e-06,1.34926232293689e-05,4.73151644985038,"TC03001169.hg.1"
"TC09000045.hg.1",-1.1951416,4.7668033030303,-4.96184733456926,1.49542489681539e-06,1.43407465322426e-05,4.6669350045637,"TC09000045.hg.1"
"TC17001513.hg.1",-1.10766908484848,6.75388194444444,-4.90930008253362,1.9007025956516e-06,1.77095057673587e-05,4.43749392220364,"TC17001513.hg.1"
"TC07001618.hg.1",-1.37042237575758,6.60246226262626,-4.87539840449146,2.21659822227222e-06,2.03067233605227e-05,4.29047957037108,"TC07001618.hg.1"
"TC0X001278.hg.1",-1.43756768484848,6.08150335353536,-4.87377553933866,2.23292978493983e-06,2.04214481266918e-05,4.28346204407965,"TC0X001278.hg.1"
"TC09001935.hg.1",-1.05415608484849,4.70335880808081,-4.87356773567578,2.23502938814074e-06,2.04331057220442e-05,4.2825636003878,"TC09001935.hg.1"
"TC10001663.hg.1",-1.08722467878788,5.65313722222222,-4.8427212084402,2.56882155140205e-06,2.31102184295863e-05,4.14953163511078,"TC10001663.hg.1"
"TC04000374.hg.1",-1.26784263030303,2.58274856565657,-4.69843891721058,4.88433022372501e-06,4.10068595675904e-05,3.5361607344154,"TC04000374.hg.1"
"TC08000149.hg.1",-1.10210877575757,6.03056502020202,-4.68149333204526,5.26234979986082e-06,4.38464904224462e-05,3.46509040502862,"TC08000149.hg.1"
"TC08002271.hg.1",-1.01107607878788,6.05783554040404,-4.50482823585353,1.1313616135555e-05,8.66971440899228e-05,2.73646886348529,"TC08002271.hg.1"
"TC03001612.hg.1",-1.2164680060606,6.98972708585858,-4.50414902890927,1.13464856771522e-05,8.69202921366291e-05,2.7337113684309,"TC03001612.hg.1"
"TC11002587.hg.1",-1.16119514545455,8.28513095454546,-4.46573660467423,1.33625354725307e-05,0.000100326422775394,2.57831265808918,"TC11002587.hg.1"
"TC07000509.hg.1",-1.06127652121212,4.68082980808081,-4.46043081165853,1.36667253075504e-05,0.000102283611255903,2.55693317161127,"TC07000509.hg.1"
"TC01004601.hg.1",-1.06957755151515,7.52541682828283,-4.45840217379401,1.37847800682582e-05,0.000103046856556473,2.54876433511725,"TC01004601.hg.1"
"TC07001582.hg.1",-1.09602300606061,6.26856994949495,-4.45801406284852,1.38074772413195e-05,0.000103183714897698,2.54720185136821,"TC07001582.hg.1"
"TC03001027.hg.1",-1.61033364848484,5.71158841414142,-4.44068890432076,1.48580710437618e-05,0.000109951284807892,2.47756621903754,"TC03001027.hg.1"
"TC08001365.hg.1",-1.9424453939394,6.02416608080808,-4.430959024814,1.54813318137058e-05,0.000113870459271796,2.43855576963423,"TC08001365.hg.1"
"TC11001505.hg.1",-1.06354842424242,4.39836243434344,-4.42043282308797,1.61838638006902e-05,0.00011830979857117,2.39643145370315,"TC11001505.hg.1"
"TC03003141.hg.1",-1.00647711515152,2.42972094949495,-4.41931393037076,1.62603152450675e-05,0.00011879480079021,2.39195863296571,"TC03003141.hg.1"
"TC08000700.hg.1",-1.07704453333334,6.66209943434344,-4.40212525144077,1.74792741981477e-05,0.000126598629380299,2.32336281617482,"TC08000700.hg.1"
"TC03001885.hg.1",-1.14030128545455,2.15419026212121,-4.38295604592707,1.89421124660539e-05,0.000135868042864475,2.24712198234904,"TC03001885.hg.1"
"TC05001804.hg.1",-1.04924198787879,7.57169037373737,-4.35563191553311,2.12318358552382e-05,0.000150387675962139,2.13891994178007,"TC05001804.hg.1"
"TC01003050.hg.1",-1.25754281818182,4.42207534848485,-4.30097677784181,2.66334554241929e-05,0.000183133049695033,1.9241642744841,"TC01003050.hg.1"
"TC01000939.hg.1",-1.06957297575758,7.56411561111111,-4.19600330020519,4.09161436689168e-05,0.000266783394966995,1.51801068551041,"TC01000939.hg.1"
"TC02004944.hg.1",-1.05643923030302,7.42879748989899,-4.03724716838551,7.71472557793656e-05,0.000465729833875038,0.919763759972892,"TC02004944.hg.1"
"TC07000768.hg.1",-1.22514865454546,4.89362681818182,-4.01353674379734,8.46777058920329e-05,0.00050505123922732,0.832087592007889,"TC07000768.hg.1"
"TC02003398.hg.1",-1.13375032121212,8.09565997474747,-3.98458436066248,9.4823596021599e-05,0.000556945486985194,0.725622341479576,"TC02003398.hg.1"
"TC12000471.hg.1",-1.86663088484848,8.00352702020202,-3.91609980382281,0.000123623049035568,0.000701784455214954,0.476402033226163,"TC12000471.hg.1"
"TC15000092.hg.1",-1.23754832727273,4.79613918181818,-3.90878514657518,0.000127148881794262,0.000718265467933459,0.450001618825365,"TC15000092.hg.1"
"TC0X001279.hg.1",-1.10959086666667,5.37491148989899,-3.90652819662566,0.000128255922187767,0.000723425769851064,0.44186425206402,"TC0X001279.hg.1"
"TC05002693.hg.1",-1.08184904242424,7.99817819191919,-3.89757121138423,0.000132740240537349,0.000745202991833744,0.409609776025988,"TC05002693.hg.1"
"TC16001572.hg.1",-1.00437556969697,4.87004008585859,-3.73069246657345,0.00024906170186384,0.00128499366453607,-0.179658046250729,"TC16001572.hg.1"
"TC11000837.hg.1",-1.10255993939394,6.12111144444445,-3.51499978030395,0.000544482848816917,0.00252583593159547,-0.90798939042477,"TC11000837.hg.1"
"TC11001415.hg.1",-1.10969715151515,5.82106125252525,-3.43070674363601,0.000732006664613179,0.00325701521174716,-1.18224177634226,"TC11001415.hg.1"
"TC01000594.hg.1",-1.00065373333333,4.65331997979798,-2.8735053466766,0.00450032142323637,0.0152650746828386,-2.84405131766404,"TC01000594.hg.1"
